,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,Tournament,Outcome
0,0.0,0.23848906274380785,0.19901867807825965,0.3915377021993822,0.0,0.1975254337697297,0.1633793988621259,0.2987887089421373,0.2711662674064396,0.1981086102540328,0.2436548501124984,0.34949224942536705,0.2561877714431393,0.0,0.0,0.0,0.2976219893654272,0.0,0.0,0.0,0.0,Dubai,1
1,0.0,0.365524634849457,0.21624564585600375,0.362466236735298,0.0,0.13396054374964014,0.16783022475881604,0.26158138963279265,0.20354308993341266,0.16990451772226794,0.2811646475513869,0.3371252902138437,0.3359316810933239,0.0,0.0,0.0,0.321529186875648,0.0,0.0,0.0,0.0,Dubai,1
2,0.0,0.18324637670408647,0.19637869592592344,0.405555874233336,0.0,0.11174548655561642,0.1488059891081464,0.29645966693590226,0.18588488758722568,0.18394694785044013,0.2439800514836059,0.3267690106565548,0.2720296530305101,0.0,0.0,0.0,0.31358185473726924,0.0,0.0,0.0,0.0,Dubai,1
3,0.0,0.3768083336820873,0.16801669560300606,0.4741132969733118,0.0,0.09253391936349202,0.159215670592966,0.300055040829918,0.2749298119773401,0.3309256818680353,0.17964533599265414,0.21798053814349014,0.295032466820058,0.20890838024204852,0.14485134328071825,0.2832945250261644,0.09905507521624972,0.3049275846760117,0.11501435882178328,0.12767791606838055,0.2759751148273489,Dubai,1
4,0.0,0.0,0.18257352809725166,0.2515560170748358,0.0,0.18217174935315594,0.1816230324721389,0.3463306861761815,0.1983755569166494,0.19465717608233155,0.22756911301241145,0.2247448335277613,0.3168520579453201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dubai,0
5,0.0,0.24006350404767704,0.0,0.35342425993286736,0.0,0.0,0.12621196158971001,1.122193615960818,0.3194823963921829,0.18914356762161824,0.12009746046392485,0.38209020301836893,0.25273321508199864,0.0,0.0,0.0,0.3997962834376605,0.0,0.0,0.0,0.0,Dubai,0
6,0.0,0.36410564026169,0.2134328456572292,0.3639501631953964,0.0,0.0,0.12651514955396762,0.17607806301409992,0.24621077907097105,0.17175215321927656,0.1623317809164418,0.3261751319115211,0.25824494369924444,0.17970026810788278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sydney,1
7,0.0,0.32332636489357497,0.2381478841341413,0.3653590127930741,0.0,0.0,0.12709598311435075,0.1598613764967859,0.2094480230879787,0.16958492726199634,0.11856987493958628,0.3781586978182617,0.29416309866770296,0.08087669932944859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sydney,1
8,0.0,0.22455225586212613,0.1939775433574848,0.4592833067489113,0.0,0.0,0.15494454973178354,0.12483319236035498,0.2665124165562582,0.20795556988325745,0.118624387672491,0.3799741723091469,0.323610837555779,0.0649356999541274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sydney,1
9,0.0,0.3271371828800987,0.2025044953521985,0.40494472873032455,0.0,0.0,0.11899000626901775,0.16849779722156208,0.2822220391575481,0.25783149514472303,0.305905373149633,0.2905130615141568,0.2604877611538902,0.18846299102984013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sydney,1
10,0.1532219458933014,0.4014584757957841,0.08217920681788854,0.2063206383210373,0.1320896819433802,0.0,0.42851369548748575,0.35006403199781805,0.0,0.4151999616246498,0.14099160712899045,0.3660803547952238,0.25760531575032697,0.0,0.0,0.1695585843146558,0.0,0.0,0.0,0.0,0.0,Sydney,0
11,0.0990236466460524,0.5385039286642269,0.15744148402823496,0.16398726220337326,0.3110218061524743,0.0,0.11454285686649647,0.13871603976843738,0.0,0.2090039035489112,0.1608380002952188,0.3905987675148885,0.2550801836220389,0.0,0.0,0.3432382855631884,0.0,0.0,0.0,0.0,0.0,Sydney,1
12,0.13314037391289998,0.4820300388756057,0.1558725999962636,0.3363530513077224,0.3972243044225187,0.0,0.11264160378386065,0.3335306250429587,0.0,0.2513450621648305,0.1765223976536047,0.4475550773063287,0.3393664018517582,0.0,0.0,0.188204137250716,0.0,0.0,0.0,0.0,0.0,Commonwealth,1
13,0.07586841853961884,0.8184785552370095,0.14807553388017142,0.4182611242581893,0.18508397736878374,0.0,0.1367304063028112,0.3320575055439905,0.0,0.4140326664617097,0.1308499622919653,0.3498733365800313,0.2848757229419913,0.0,0.0,0.18612675774332768,0.0,0.0,0.0,0.0,0.0,Commonwealth,1
14,0.10694133812075997,0.3963350325189716,0.1421153557679208,0.2723635150103044,0.20203617167799487,0.0,0.0,0.1658581594092155,0.0,0.3691911215972765,0.25490108608066336,0.3336660581302353,0.3055739081471042,0.3871786058888744,0.0,0.05118726763097985,0.0,0.0,0.0,0.0,0.0,Commonwealth,0
15,0.11305373396973893,0.3810213978225526,0.16099394572848946,0.2581659305114583,0.39209713744318253,0.0,0.0,0.17221196961988688,0.0,0.36037996778626896,0.17644918377902846,0.3648776064044256,0.3457185284509928,0.3114596545663733,0.0,0.16497460658388616,0.0,0.0,0.0,0.0,0.0,Commonwealth,0
16,0.1196670734565959,0.2907902016951385,0.0,0.2455312133018098,0.239387397617121,0.0,0.0,0.18953810759189324,0.0,0.2972417760611442,0.1715826752718555,0.3125267732464615,0.2819815739081469,0.30651043867429834,0.0,0.18693579532507013,0.0,0.0,0.0,0.0,0.0,Commonwealth,0
17,0.16876485422661205,0.3629304550785211,0.0,0.0,0.2506575084939842,0.0,0.0,0.15694886219206355,0.0,0.334176159994844,0.13487733742580765,0.3017888164095888,0.22651304873177866,0.2382391605954521,0.0,0.344783763024992,0.0,0.0,0.0,0.0,0.0,Kitakyushu,1
